geneID	gff_annotation	gff_annotation.1
100701152	LOC100701152	uncharacterized LOC100701152%2C transcript variant X2
100701153	xrcc6	X-ray repair cross complementing 6
100701156	LOC100701156	protein phosphatase 1 regulatory subunit 12B%2C transcript variant X1
100701157	LOC100701157	protocadherin Fat 4
100701158	gpkow	G-patch domain and KOW motifs
100701163	LOC100701163	N-acetylglucosamine-6-sulfatase
100701164	shroom2	shroom family member 2%2C transcript variant X4
100701165	LOC100701165	myosin heavy chain%2C fast skeletal muscle%2C transcript variant X2
100701166	otud7a	OTU deubiquitinase 7A
100701168	pde7b	phosphodiesterase 7B%2C transcript variant X3
100701169	map3k4	mitogen-activated protein kinase kinase kinase 4%2C transcript variant X3
100701170	LOC100701170	homeodomain-interacting protein kinase 1
100701171	samd8	sterile alpha motif domain containing 8
100701172	snrnp25	small nuclear ribonucleoprotein U11/U12 subunit 25
100701173	LOC100701173	cytochrome c oxidase subunit 6A%2C mitochondrial
100701174	jmjd8	jumonji domain containing 8
100701175	tap1	transporter 1%2C ATP binding cassette subfamily B member%2C transcript variant X4
100701176	LOC100701176	olfactory receptor 10T2-like
100701177	LOC100701177	uncharacterized LOC100701177
100701178	LOC100701178	zinc finger protein 385D
100701179	morn5	MORN repeat containing 5%2C transcript variant X2
100701180	LOC100701180	granzyme K-like
100701181	LOC100701181	microtubule-associated proteins 1A/1B light chain 3C%2C transcript variant X1
100701182	eno1	enolase 1%2C transcript variant X2
100701183	LOC100701183	mitogen-activated protein kinase 12
100701184	LOC100701184	olfactory receptor 2G6-like
100701185	sntg2	syntrophin gamma 2%2C transcript variant X2
100701186	LOC100701186	T-box-containing protein TBX6L%2C transcript variant X2
100701187	pla2r1	phospholipase A2 receptor 1
100701188	gale	UDP-galactose-4-epimerase%2C transcript variant X2
100701189	LOC100701189	uncharacterized LOC100701189
100701190	slc15a5	solute carrier family 15 member 5
100701191	pank4	pantothenate kinase 4%2C transcript variant X1
100701192	LOC100701192	protein max%2C transcript variant X2
100701193	mmp9	matrix metallopeptidase 9
100701194	LOC100701194	probable glutamate receptor
100701195	LOC100701195	semaphorin-3F
100701196	dennd2c	DENN domain containing 2C%2C transcript variant X3
100701197	LOC100701197	LIM and calponin homology domains-containing protein 1%2C transcript variant X7
100701198	LOC100701198	hydroperoxide isomerase ALOXE3%2C transcript variant X3
100701199	LOC100701199	charged multivesicular body protein 6
100701200	LOC100701200	pyrroline-5-carboxylate reductase 1%2C mitochondrial%2C transcript variant X2
100701201	LOC100701201	protocadherin-10
100701202	LOC100701202	extracellular matrix protein 1
100701203	LOC100701203	polymeric immunoglobulin receptor%2C transcript variant X2
100701204	lman1	lectin%2C mannose binding 1
100701205	LOC100701205	granzyme B(G%2CH)
100701206	LOC100701206	fructose-2%2C6-bisphosphatase TIGAR B%2C transcript variant X2
100701207	asrgl1	asparaginase like 1
100701208	LOC100701208	E3 ubiquitin-protein ligase NEURL3%2C transcript variant X1
100701209	LOC100701209	BUB3-interacting and GLEBS motif-containing protein ZNF207%2C transcript variant X4
100701210	LOC100701210	Golgi pH regulator
100701211	LOC100701211	regulator of G-protein signaling 21
100701212	LOC100701212	GTPase IMAP family member 4-like
100701216	gpx7	glutathione peroxidase 7
100701217	LOC100701217	ribosomal biogenesis protein LAS1L
100701218	LOC100701218	uncharacterized LOC100701218
100701219	LOC100701219	suppressor of tumorigenicity 14 protein homolog%2C transcript variant X1
100701221	mmp23b	matrix metallopeptidase 23B
100701222	LOC100701222	NXPE family member 3
100701223	LOC100701223	small integral membrane protein 11A
100701224	LOC100701224	RING finger protein 150
100701225	LOC100701225	mitogen-activated protein kinase-binding protein 1
100701226	LOC100701226	leukocyte elastase inhibitor%2C transcript variant X3
100701227	LOC100701227	claudin-4-like
100701228	LOC100701228	CDK5 and ABL1 enzyme substrate 2%2C transcript variant X1
100701229	LOC100701229	tetraspanin-7%2C transcript variant X1
100701230	prosc	proline synthetase cotranscribed homolog (bacterial)
100701232	slc19a1	solute carrier family 19 member 1%2C transcript variant X2
100701233	LOC100701233	protein odd-skipped-related 1
100701234	wsb1	WD repeat and SOCS box containing 1
100701235	LOC100701235	phospholipid scramblase 1%2C transcript variant X4
100701236	LOC100701236	multidrug resistance-associated protein 9%2C transcript variant X5
100701237	hs2st1	heparan sulfate 2-O-sulfotransferase 1
100701239	LOC100701239	TIR domain-containing adapter molecule 1%2C transcript variant X2
100701240	LOC100701240	histone H2A
100701242	LOC100701242	H-2 class II histocompatibility antigen%2C E-S beta chain%2C transcript variant X1
100701243	ubac2	UBA domain containing 2
100701245	capn15	calpain 15%2C transcript variant X3
100701246	LOC100701246	uncharacterized LOC100701246%2C transcript variant X1
100701247	LOC100701247	tapasin
100701248	LOC100701248	calcium/calmodulin-dependent protein kinase type 1D
100701249	LOC100701249	zinc finger protein 609
100701250	nfil3	nuclear factor%2C interleukin 3 regulated%2C transcript variant X3
100701251	LOC100701251	alpha-2-macroglobulin
100701252	LOC100701252	AFG3-like protein 1
100701254	LOC100701254	dehydrogenase/reductase SDR family member 11%2C transcript variant X5
100701255	LOC100701255	cytochrome P450 2J2%2C transcript variant X1
100701256	whrn	whirlin%2C transcript variant X1
100701258	LOC100701258	outer dense fiber protein 3%2C transcript variant X1
100701259	aldh8a1	aldehyde dehydrogenase 8 family member A1
100701260	cdadc1	cytidine and dCMP deaminase domain containing 1%2C transcript variant X3
100701261	LOC100701261	polycystic kidney disease 2-like 1 protein
100701263	b4galnt1	beta-1%2C4-N-acetyl-galactosaminyltransferase 1%2C transcript variant X1
100701264	dner	delta/notch like EGF repeat containing
100701265	slc25a10	solute carrier family 25 member 10
100701266	fkbp10	FK506 binding protein 10%2C transcript variant X2
100701268	manba	mannosidase beta
100701269	LOC100701269	chondroadherin-like protein
100701270	flt1	fms related tyrosine kinase 1%2C transcript variant X3
100701272	rab5a	RAB5A%2C member RAS oncogene family%2C transcript variant X1
100701273	LOC100701273	protein NLRC3-like
100701274	anxa4	annexin A4%2C transcript variant X2
100701275	ypel1	yippee like 1%2C transcript variant X3
100701276	LOC100701276	phosphatase and actin regulator 3%2C transcript variant X3
100701277	surf4	surfeit 4
100701278	galnt9	polypeptide N-acetylgalactosaminyltransferase 9
100701280	fem1c	fem-1 homolog C
100701281	LOC100701281	complement component C7
100701282	LOC100701282	microtubule-associated tumor suppressor candidate 2 homolog%2C transcript variant X2
100701283	LOC100701283	claudin-4-like
100701284	ttc38	tetratricopeptide repeat domain 38
100701285	LOC100701285	sodium- and chloride-dependent GABA transporter 3
100701286	peak1	pseudopodium enriched atypical kinase 1%2C transcript variant X4
100701287	pip4k2b	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
100701288	adora2a	adenosine A2a receptor%2C transcript variant X2
100701289	LOC100701289	nuclear distribution protein nudE-like 1-A%2C transcript variant X1
100701290	LOC100701290	GTPase IMAP family member 7-like
100701291	LOC100701291	ribonuclease T2%2C transcript variant X2
100701292	camsap2	calmodulin regulated spectrin associated protein family member 2%2C transcript variant X2
100701293	LOC100701293	acyl-coenzyme A thioesterase 4%2C transcript variant X2
100701294	LOC100701294	probable E3 ubiquitin-protein ligase RNF144A-A%2C transcript variant X2
100701295	LOC100701295	formin-binding protein 1
100701296	LOC100701296	copine-3
100701297	LOC100701297	forkhead box protein O1-B
100701298	LOC100701298	acyl-CoA-binding protein homolog%2C transcript variant X3
100701299	LOC100701299	uncharacterized LOC100701299%2C transcript variant X1
100701300	zic2	Zic family member 2
100701301	ids	iduronate 2-sulfatase
100701302	fbxo43	F-box protein 43%2C transcript variant X2
100701303	LOC100701303	1-phosphatidylinositol phosphodiesterase
100701304	LOC100701304	protein enabled homolog
100701305	LOC100701305	putative methyltransferase DDB_G0268948
100701306	snrpc	small nuclear ribonucleoprotein polypeptide C
100701307	LOC100701307	centriole%2C cilia and spindle-associated protein%2C transcript variant X2
100701308	pebp1	phosphatidylethanolamine binding protein 1
100701309	LOC100701309	calsequestrin-1%2C transcript variant X2
100701311	LOC100701311	zona pellucida-like domain-containing protein 1
100701312	scin	scinderin%2C transcript variant X1
100701313	LOC100701313	hippocampus abundant transcript-like protein 1
100701314	mtus1	microtubule associated tumor suppressor 1%2C transcript variant X6
100701315	LOC100701315	serine/threonine-protein kinase/endoribonuclease IRE1%2C transcript variant X4
100701316	LOC100701316	U3 small nucleolar RNA-associated protein 14 homolog A
100701317	LOC100701317	MOB-like protein phocein%2C transcript variant X2
100701318	trim67	tripartite motif containing 67
100701319	afdn	afadin%2C adherens junction formation factor
100701320	shc4	SHC adaptor protein 4%2C transcript variant X2
100701321	LOC100701321	guanine nucleotide-binding protein subunit alpha-13
100701324	lg18h21orf2	linkage group 18 C21orf2 homolog
100701325	LOC100701325	regulator of G-protein signaling 9-binding protein%2C transcript variant X2
100701326	herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1%2C transcript variant X1
100701327	LOC100701327	ADP-ribosylation factor-like protein 11%2C transcript variant X2
100701328	LOC100701328	alpha-protein kinase 3%2C transcript variant X2
100701329	dtna	dystrobrevin alpha%2C transcript variant X15
100701330	LOC100701330	zinc finger protein 239%2C transcript variant X3
100701331	LOC100701331	junction plakoglobin%2C transcript variant X4
100701332	LOC100701332	dual specificity protein phosphatase 22-B%2C transcript variant X1
100701333	LOC100701333	gamma-adducin%2C transcript variant X1
100701334	supt16h	SPT16 homolog%2C facilitates chromatin remodeling subunit%2C transcript variant X1
100701335	LOC100701335	receptor-type tyrosine-protein phosphatase H%2C transcript variant X1
100701336	kcnq2	potassium voltage-gated channel subfamily Q member 2%2C transcript variant X2
100701337	LOC100701337	immunoglobulin-like and fibronectin type III domain-containing protein 1
100701338	slc17a9	solute carrier family 17 member 9%2C transcript variant X2
100701339	LOC100701339	uncharacterized LOC100701339
100701340	LOC100701340	xin actin-binding repeat-containing protein 1 isoform X2
100701341	LOC100701341	apolipoprotein D%2C transcript variant X1
100701342	mtch2	mitochondrial carrier 2%2C transcript variant X1
100701344	LOC100701344	E3 ubiquitin-protein ligase RNF220
100701345	mocs2	molybdenum cofactor synthesis 2%2C transcript variant X2
100701346	LOC100701346	diablo homolog%2C mitochondrial%2C transcript variant X1
100701347	phip	pleckstrin homology domain interacting protein
100701348	LOC100701348	multidrug resistance-associated protein 4
100701349	atoh7	atonal bHLH transcription factor 7
100701350	rab38	RAB38%2C member RAS oncogene family
100701351	LOC100701351	cadherin-related family member 1%2C transcript variant X2
100701352	eif3m	eukaryotic translation initiation factor 3 subunit M
100701353	LOC100701353	nuclear distribution protein nudE homolog 1
100701354	LOC100701354	cadherin-like protein 26%2C transcript variant X5
100701355	LOC100701355	myosin-7%2C transcript variant X2
100701356	snap23	synaptosome associated protein 23%2C transcript variant X1
100701357	LOC100701357	uncharacterized LOC100701357%2C transcript variant X2
100701358	tbc1d31	TBC1 domain family member 31
100701359	ctdp1	CTD phosphatase subunit 1%2C transcript variant X4
100701360	elk3	ELK3%2C ETS transcription factor%2C transcript variant X1
100701361	reln	reelin%2C transcript variant X4
100701362	LOC100701362	protocadherin alpha-3-like
100701363	uhrf1bp1l	UHRF1 binding protein 1 like%2C transcript variant X3
100701364	dda1	DET1 and DDB1 associated 1%2C transcript variant X3
100701365	LOC100701365	olfactory receptor 11H6-like
100701366	timm29	translocase of inner mitochondrial membrane 29%2C transcript variant X1
100701367	traf7	TNF receptor associated factor 7%2C transcript variant X1
100701368	LOC100701368	uncharacterized LOC100701368
100701369	chordc1	cysteine and histidine rich domain containing 1
100701370	clspn	claspin%2C transcript variant X2
100701371	galnt3	polypeptide N-acetylgalactosaminyltransferase 3%2C transcript variant X1
100701372	ltc4s	leukotriene C4 synthase%2C transcript variant X4
100701373	LOC100701373	ras-related protein Rab-3D
100701374	LOC100701374	G-protein coupled receptor 26
100701375	LOC100701375	uncharacterized LOC100701375%2C transcript variant X4
100701376	tbkbp1	TBK1 binding protein 1
100701377	hsp70	heat shock cognate 71 kDa protein
100701380	LOC100701380	creatine kinase M-type
100701381	dnajb1	DnaJ heat shock protein family (Hsp40) member B1
100701382	agmo	alkylglycerol monooxygenase%2C transcript variant X2
100701383	tifa	TRAF interacting protein with forkhead associated domain%2C transcript variant X1
100701384	LOC100701384	zinc finger protein 628%2C transcript variant X2
100701385	dnajb9	DnaJ heat shock protein family (Hsp40) member B9
100701386	tspan4	tetraspanin 4%2C transcript variant X1
100701387	mrps12	mitochondrial ribosomal protein S12%2C transcript variant X1
100701388	LOC100701388	zinc finger and BTB domain-containing protein 7A%2C transcript variant X1
100701389	LOC100701389	alpha-N-acetylgalactosaminide alpha-2%2C6-sialyltransferase 3
100701390	LOC100701390	inositol polyphosphate 5-phosphatase K%2C transcript variant X2
100701391	LOC100701391	zinc finger MIZ domain-containing protein 1%2C transcript variant X6
100701392	ppm1k	protein phosphatase%2C Mg2+/Mn2+ dependent 1K%2C transcript variant X1
100701393	LOC100701393	aspartyl/asparaginyl beta-hydroxylase%2C transcript variant X11
100701394	LOC100701394	cocaine- and amphetamine-regulated transcript protein
100701396	znf622	zinc finger protein 622
100701397	tmem179	transmembrane protein 179
100701398	LOC100701398	uncharacterized LOC100701398%2C transcript variant X2
100701400	mthfs	5%2C10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)%2C transcript variant X1
100701401	ero1a	endoplasmic reticulum oxidoreductase 1 alpha
100701402	smyd3	SET and MYND domain containing 3
100701404	LOC100701404	interleukin-12 subunit alpha
100701405	creb1	cAMP responsive element binding protein 1
100701406	cwc27	CWC27 spliceosome associated protein homolog
100701407	LOC100701407	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1%2C transcript variant X4
100701408	LOC100701408	WW domain-binding protein 1
100701410	LOC100701410	arrestin domain-containing protein 3-like
